tidak_baku,kata_baku
ditambahin,ditambahkan
ditambahkan,ditambahkan
ditambha,ditambah
ditanggal,ditanggal
ditanggapi,ditanggapi
ditangguhkan,ditangguhkan
ditekan,ditekan
ditelepon,ditelepon
ditelfonin,ditelepon
ditelpon,ditelepon
ditelponin,ditelepon
ditendang,ditendang
diterima,diterima
diterimah,diterima
diteror,diteror
diterror,diteror
ditertibkan,ditertibkan
ditetapkan,ditetapkan
ditf,ditf
ditindak,ditindak
ditindaklanjuti,ditindaklanjuti
ditingkatkan,ditingkatkan
ditinjau,ditinjau
ditlp,ditelepon
ditlpn,ditelepon
ditlpon,ditelepon
ditolak,ditolak
ditolk,ditolak
ditransfer,ditransfer
ditrima,diterima
ditulak,ditolak
ditunaiku,ditunaikan
ditunda,ditunda
ditundaa,ditunda
ditunggu,ditunggu
diturunkan,diturunkan
diubah,diubah
diulangi,diulangi
diuntungkan,diuntungkan
diverfikasi,diverifikasi
diverifikasi,diverifikasi
divoba,dicoba
dksih,dikasih
dlam,dalam
dlangsung,langsung
dll,dan lain-lain
dllnya,dan lain-lainnya
dllu,dan lain-lain
dlmnya,dalamnya
dlo,dulu
dlu,dulu
dmest,dimaksud
dmoga,semoga
dna,dna
doang,saja
doank,saja
doble,dobel
dolwon,download
dompet,dompet
don,don
dong,dong
donga,doa
doni,doni
donloat,download
donlowad,download
donwload,download
double,dobel
dowlnoad,download
dowload,download
dowlod,download
down,down
downdlod,download
download,unduh
downloadlah,unduhlah
downlooad,unduh
dpa,dapat
dpaat,dapat
dpake,dipakai
dpatkn,dapatkan
dpercepat,dipercepat
dpkai,dipakai
dproses,diproses
dqn,dengan
dramatis,dramatis
dratis,gratis
drpd,daripada
dsalah,disalah
dsar,dasar
dsb,dan sebagainya
dsebarkan,disebarkan
dsetujui,disetujui
dslah,disalah
dsni,di sini
dsnii,di sini
dspam,dispam
dsri,dari
dta,data
dtelpon,ditelepon
dteror,diteror
dtk,detik
dtng,datang
dtolak,ditolak
dua,dua
duduk,duduk
due,due
duga,duga
duit,uang
duitnya,uangnya
dukses,sukses
dukungan,dukungan
duliy,dulu
dulu,dulu
duluan,duluan
duluu,dulu
dunasi,dilunasi
dunia,dunia
dusalah,disalah
dwi,dwi
dwonload,download
e-wallet,dompet digital
easeycash,easycash
easih,easy
eassycash,easycash
easy,easy
easycaah,easycash
easycach,easycash
easycah,easycash
easycas,easycash
easycase,easycash
easycash,easycash
easycashenyebar,easycash menyebar
easycasy,easycash
easycsh,easycash
edanan,edanan
edit,edit
eeeee,eeeee
eeehh,eeehh
efektif,efektif
effendi,efendi
efisien,efisien
egak,egak
egk,egk
ehh,ehh
ehhh,ehhh
ehk,ehk
eka,eka
ekonomi,ekonomi
ekspektasi,ekspektasi
ekspetasi,ekspektasi
ekspres,ekspres
elain,lain
elanda,elanda
elegan,elegan
elektrik,elektrik
elektronik,elektronik
eltrikal,elektrikal
eluh,eluh
email,email
emamg,emang
emang,emang
emangnya,emangnya
emas,emas
embel,embel
embela,embela
emergency,emergency
emg,emang
emi,emi
emosi,emosi
empat,empat
ena,ena
enak,enak
enakan,enakan
enda,enda
endingnya,endingnya
endorse,endorse
enga,enggak
engga,enggak
enggaknya,enggaknya
engganya,engganya
eni,eni
entah,entah
entahlah,entahlah
entar,entar
enteng,enteng
entengo,enteng
entot,entot
entr,entri
eror,error
erorr,error
error,error
errror,error
esaycash,easycash
esey,easy
esices,easycash
essy,easy
essycas,easycash
essycash,easycash
essyches,easycash
esycash,easycash
esyices,easycash
etik,etika
etika,etika
etikanya,etika
etitudenya,etika
evaluasi,evaluasi
evermos,evermos
ewallet,dompet digital
expection,ekspektasi
expetasi,ekspektasi
ezycash,easycash
fadzry,fadzry
fahami,pahami
fake,palsu
fakta,fakta
faktanya,faktanya
fakum,fakum
famili,keluarga
fanani,fanani
fantastis,fantastis
fasilitas,fasilitas
fast,cepat
fastrespon,respon cepat
fatimah,fatimah
fatners,fatners
felix,felix
feri,feri
ferikasinya,verifikasinya
feripikasi,verifikasi
ferivikasi,verifikasi
fhoto,foto
fikir,pikir
fikira,pikiran
fikri,fikri
fikss,fix
file,berkas
finance,keuangan
finansial,finansial
finctech,fintech
finishing,finishing
finplus,finplus
fioritas,prioritas
firdaus,firdaus
fitri,fitri
fitriasari,fitriasari
fitur,fitur
fitura,fitur
fiturnya,fiturnya
fix,fix
flat,flat
fleksibel,fleksibel
fleksibilitas,fleksibilitas
flexi,fleksibel
fokus,fokus
for,untuk
format,format
gadai,gadai
ganas,ganas
gerepot,repot
ghibah,ghibah
giarti,arti
gilirkan,gilirkan
goblok,bodoh
gusti,gusti
hadeeuuh,hadeuh
helpful,bermanfaat
hem,hem
hhh,hhh
hii,hii
hubungan,hubungan
ibadah,ibadah
ikan,ikan
iklankan,iklankan
inisial,inisial
inovasi,inovasi
instalasinya,instalasinya
izinkan,izinkan
jackpot,jackpot
jajar,jajar
jancuk,jancuk
jazakallah,jazakallah
jelak,jelak
jembut,jembut
joh,joh
kadapannya,kadapannya
kain,kain
karim,karim
kasarkan,kasarkan
kecilkan,kecilkan
kedapannya,kedapannya
kejadian,kejadian
kelak,kelak
kelakuan,kelakuan
kelamaan,kelamaan
kelamin,kelamin
kelancaran,kelancaran
kelanjutan,kelanjutan
kelanjutannya,kelanjutannya
kelaparan,kelaparan
kelar,kelar
kelayakan,kelayakan
kelemahan,kelemahan
keliat,kelihat
kelihatan,kelihatan
kelima,kelima
keliru,keliru
kelokasi,ke lokasi
keluar,keluar
keluarga,keluarga
keluhan,keluhan
keluhannya,keluhannya
keluhkan,keluhkan
kemabali,kembali
kemajuan,kemajuan
kemalingan,kemalingan
kemana,ke mana
kemanapun,ke manapun
kemaren,kemarin
kemari,kemari
kemarin,kemarin
kembali,kembali
kembalikan,kembalikan
kembalinya,kembalinya
kembangkan,kembangkan
kemna,ke mana
kemudahan,kemudahan
kemudian,kemudian
kemuduan,kemudian
kemungkinan,kemungkinan
kena,kena
kenaapa,kenapa
kenaikan,kenaikan
kenal,kenal
kenalan,kenalan
kenamudah,kemudahan
kenapa,kenapa
kenapah,kenapa
kendala,kendala
kendalanya,kendalanya
kenepa,kenapa
kensel,dibatalkan
kenyamanan,kenyamanan
kenyataannya,kenyataannya
kenyataanya,kenyataannya
keong,keong
kepada,kepada
kepake,kepakai
kepaksa,kepaksa
kepala,kepala
kepastian,kepastian
kepentingan,kepentingan
keperluan,keperluan
kepihak,ke pihak
kepolisian,kepolisian
kepotong,terpotong
kepuasan,kepuasan
kepulauan,kepulauan
kerakstore,kerakstore
kerana,karena
kerannnnnn,karena
kerasnya,kerasnya
kerdit,kredit
kere,kere
keredit,kredit
kereeee,kere
kereeeeeeeeee,kere
kereeeeennnnnnn,keren
kereeeennn,keren
kereen,keren
kereennn,keren
kerekning,kredit
keren,keren
kerenmm,keren
kerennnnn,keren
keridit,kredit
keringanan,keringanan
keriset,keriset
keriting,keriting
kerja,kerja
kerjaan,pekerjaan
kerjanya,pekerjaannya
kerjasama,kerja sama
kerjasamanya,kerja samanya
kerren,keren
kerrrenn,keren
kertas,kertas
kerumah,ke rumah
kerumitan,kerumitan
kes,kes
kesabaran,kesabaran
kesadaran,kesadaran
kesal,kesal
kesalahan,kesalahan
kesalahn,kesalahan
kesana,ke sana
kesayangan,kesayangan
kesebar,tersebar
kesehariannya,kesehariannya
kesehatan,kesehatan
kesejahteraan,kesejahteraan
kesekian,kesekian
kesel,kesal
keselurahan,keseluruhan
keseluruhan,keseluruhan
kesempatan,kesempatan
kesenjangan,kesenjangan
kesepakatan,kesepakatan
kesini,ke sini
kesulitan,kesulitan
kesusahan,kesusahan
kesusahanku,kesusahanku
ketahuan,ketahuan
ketat,ketat
keteman,ke teman
ketemu,ketemu
keten,keten
ketentuan,ketentuan
ketentuannya,ketentuannya
ketepatannya,ketepatannya
keterangan,keterangan
keterangannya,keterangannya
keterkaitan,keterkaitan
keterlamabatan,keterlambatan
keterlambatan,keterlambatan
keterlambatannya,keterlambatannya
ketiga,ketiga
ketika,ketika
ketimbang,ketimbang
ketinggalan,ketinggalan
ketipu,ketipu
ketmu,ketemu
ketoko,ke toko
ketola,ketola
ketolak,ditolak
ketunai,ke tunai
keuangan,keuangan
keun,keun
keususahan,kesusahan
kewl,kewl
keyyy,keyyy
kga,tidak
kha,kha
khadafi,khadafi
khawatir,khawatir
khawatirr,khawatir
khe,khe
khusus,khusus
khususnya,khususnya
kikuk,kikuk
kilat,kilat
kilattt,kilat
kin,kin
kinclong,kinclong
kinerja,kinerja
kinerjanya,kinerjanya
kini,kini
kintan,kintan
kira,kira
kirain,kira-kira
kirim,kirim
kiriman,kiriman
kirimkan,kirimkan
kita,kita
kka,kakak
klanjutan,kelanjutan
klaten,klaten
klau,kalau
klik,klik
klinya,kelinnya
kliyata,kelihatan
klok,kloak
kloniklan,kliniklan
klopun,kalopun
klou,klo
klow,klo
kluar,keluar
kluarg,keluarg
kluargaku,keluargaku
klurahan,kelurahan
kmbali,kembali
kmna,kemana
kmren,kemarin
kmrin,kemarin
knapa,kenapa
knpa,kenapa
kocak,kocak
kocakkkk,kocak
kocik,kocik
kode,kode
kodenya,kodenya
kok,kok
kol,kol
koleksi,koleksi
kolektor,kolektor
kolektornya,kolektornya
kolo,kolo
kolom,kolom
komen,komentar
komenan,komentar
komentar,komentar
komitmen,komitmen
kompeten,kompeten
kompetitif,kompetitif
kompetitip,kompetitif
komplit,lengkap
komplotan,komplotan
komprehensif,komprehensif
komtak,kompak
komunikasi,komunikasi
kon,kon
kondar,kondang
kondisi,kondisi
koneksi,koneksi
konfirmasi,konfirmasi
konpirmasi,konfirmasi
konsisten,konsisten
konsumen,konsumen
konsumennya,konsumennya
konsumenya,konsumennya
kontak,kontak
kontl,kontol
kontoll,kontol
kontollllll,kontol
kontrak,kontrak
kontraknya,kontraknya
konyol,konyol
koplok,koplak
koprasi,kooperasi
koq,kok
koran,koran
korbanya,korbannya
koreksi,koreksi
kosong,kosong
kosongin,kosongkan
kosumen,konsumen
kota,kota
kotor,kotor
kotoran,kotoran
kox,kok
kpada,kepada
kpana,kemana
kperluan,keperluan
kred,kredit
kredibilitas,kredibilitas
kredit,kredit
kreditmu,kreditmu
kreditnya,kreditnya
kredito,kredit
kreditur,kreditur
kreduit,kredit
kridet,kredit
kridit,kredit
kriminal,kriminal
krisis,krisis
kriteria,kriteria
kritis,kritis
krna,karena
krupuk,kerupuk
ksh,kasih
ksusahan,kesulitan
ktany,katanya
ktedit,kredit
ktny,katanya
kto,kata
ktp,ktp
ktpnya,ktpnya
kualifikasi,kualifikasi
kualitas,kualitas
kuat,kuat
kuciwo,kecewa
kudu,harus
kuksh,kurus
kukurangi,kurangi
kuli,kuli
kuliah,kuliah
kulinya,kulinya
kumpul,kumpul
kumpulkan,kumpulkan
kumunikatif,komunikatif
kun,kun
kunakan,gunakan
kunci,kunci
kunjung,kunjung
kunjungan,kunjungan
kunsumen,konsumen
kunyuk,kunyuk
kuota,kuota
kupon,kupon
kurang,kurang
kurangi,kurangi
kurir,kurir
kurirnya,kurirnya
kurng,kurang
kurnia,kurnia
kusus,khusus
kutai,kutai
kuu,ku
kwajiban,kewajiban
kwalitasmu,kualitasmu
kya,kaya
kyanya,kayanya
kyk,kayak
kata_tidak_baku,kata_baku
label,label
ladenin,layani
laen,lain
lag,lag
lagi,lagi
lagimasi,lagi makin
lagipula,lagi pula
lago,lago
lagsg,langsung
lagsung,langsung
lagu,lagu
lah,lah
lahh,lah
lahiran,lairan
lain,lain
lainlah,lainlah
lainnnya,lainnya
lainnya,lainnya
lainya,lainnya
lajj,laju
lap,lap
leleh,leleh
los,los
lunasinya,pelunasannya
mainkan,mainkan
marahi,marahi
melsukkn,memasukkan
memasukkan,memasukkan
membatu,membantu
membitukan,membutuhkan
memuskan,memutuskan
menandakan,menandakan
menggemaskan,menggemaskan
menggunkan,menggunakan
menghadapi,menghadapi
menghapus,menghapus
menghapusny,menghapusnya
menghayal,menghayal
menghina,menghina
menghindari,menghindari
menghubungi,menghubungi
mengijinkan,mengizinkan
mengikuti,mengikuti
menginformasikan,menginformasikan
mengingat,mengingat
mengingatkan,mengingatkan
menginput,menginput
menginstal,menginstal
mengira,mengira
mengirim,mengirim
mengis,mengisi
mengisiny,mengisinya
mengisinya,mengisinya
mengisis,mengisi
mengjukan,mengajukan
mengobrol,mengobrol
mengonfirmasi,mengonfirmasi
mengormati,menghormati
mengsalahgunakan,menyalahgunakan
mengubah,mengubah
mengulang,mengulang
mengunakan,menggunakan
mengunduh,mengunduh
mengunduhnya,mengunduhnya
mengundurkan,mengundurkan
mengunggah,mengunggah
menguninstal,menguninstal
menguninstall,menguninstall
mengunistal,menguninstall
mengunistall,menguninstall
mengunistla,menguninstall
mengunjungi,mengunjungi
menguntungkan,menguntungkan
mengupload,mengunggah
mengurangi,mengurangi
menilai,menilai
menindak,menindak
meninggal,meninggal
meninggalkan,meninggalkan
meningkat,meningkat
meningkatkan,meningkatkan
meninjau,meninjau
menipis,menipis
menit,menit
menitt,menit
menjadi,menjadi
menjadikan,menjadikan
menjaga,menjaga
menjalankan,menjalankan
menjaminkan,menjaminkan
menjangkau,menjangkau
menjanjikan,menjanjikan
menjawab,menjawab
menjdi,menjadi
menjebak,menjebak
menjelang,menjelang
menjelaskan,menjelaskan
menjengkelkan,menjengkelkan
menjenhkelkan,menjengkelkan
menjeratkan,menjeratkan
menjerumuskan,menjerumuskan
menjijikkan,menjijikkan
menolak,menolak
menolong,menolong
menonaktifkan,menonaktifkan
mentah,mentah
mental,mental
mentapl,mental
menteror,menteror
mentok,mentok
mentolong,menolong
menu,menu
menuh,menu
menujukan,menujukan
menulis,menulis
menunggak,menunggak
menunggu,menunggu
menungguh,menunggu
menungguj,menunggu
menuntut,menuntut
menunya,menunya
menurun,menurun
menurunkan,menurunkan
menurut,menurut
menurutku,menurutku
menurutkuuuu,menurutku
menutup,menutup
menutupi,menutupi
menutut,menuntut
menyaksikan,menyaksikan
menyala,menyala
menyalagunakan,menyalahgunakan
menyalah,menyalah
menyalahgunaaan,menyalahgunakan
menyalahgunakan,menyalahgunakan
menyalahi,menyalahi
menyambung,menyambung
menyanggupi,menyanggupi
menyarakan,menyarakan
menyayangi,menyayangi
menyayangkan,menyayangkan
menyebabkan,menyebabkan
menyebalkan,menyebalkan
menyebar,menyebar
menyebarkan,menyebarkan
menyebut,menyebut
menyediakan,menyediakan
menyegarkan,menyegarkan
menyekik,menyekik
menyelamatkan,menyelamatkan
menyelesaikan,menyelesaikan
menyelesaikannya,menyelesaikannya
menyembunyikan,menyembunyikan
menyenangkan,menyenangkan
menyengsarakan,menyengsarakan
menyepam,menyepam
menyesal,menyesal
menyesatkan,menyesatkan
menyetujui,menyetujui
menyewa,menyewa
menyiapkan,menyiapkan
menyicil,menyicil
menyikapi,menyikapi
menyiksa,menyiksa
menyimpan,menyimpan
menyukainya,menyukainya
menyulitkan,menyulitkan
menyusahkan,menyusahkan
mepet,mepet
meragukan,meragukan
merah,merah
merampok,merampok
merangkai,merangkai
merasa,merasa
merasakan,merasakan
merasan,merasa
mereka,mereka
merekomendasi,merekomendasikan
merekomendasikannya,merekomendasikannya
merepotkan,merepotkan
meresahkan,meresahkan
merespin,merespon
merespon,merespon
merespons,merespons
meretasnya,meretasnya
meringankan,meringankan
merintis,merintis
merk,merk
merkotop,merk otop
mertua,mertua
merugikan,merugikan
merupakan,merupakan
meski,meskipun
meskipun,meskipun
mesti,mesti
metode,metode
meylegunaka,menggunakan
mff,maaf
mggu,minggu
mgkin,mungkin
mgkinn,mungkin
mgkn,mungkin
mhal,mahal
midah,mudah
mie,mi
mihin,minum
mijam,minjam
mikira,mikir
miliar,miliar
milik,milik
milimeter,milimeter
millenial,milenial
million,juta
milyar,miliar
mimpi,mimpi
minatnya,minatnya
mines,minus
minggu,minggu
mingguan,mingguan
minim,minim
minimal,minimal
minimarket,minimarket
minjam,minjam
minjami,minjami
minjamin,minjamin
minjamkan,minjamkan
minjamnya,minjamnya
minjem,minjam
minjemin,minjamin
minjemnya,minjamnya
minjen,minjam
minjm,minjam
minnnn,minum
minta,minta
mintaa,minta
minus,minus
minusnya,minusnya
mirawati,mirawati
miriss,miris
misal,misalnya
misalkan,misalkan
miskin,miskin
miskol,miskin
mitra,mitra
mkanya,makanya
mkasi,makasih
mkasihhh,makasih
mkasihn,makasih
mke,maka
mkn,makan
mknya,makanya
mksh,makasih
mksi,makasih
mlah,malah
mlaporkn,melaporkan
mlaz,malas
mlengkpi,melengkapi
mles,malas
mlh,malah
mlkkan,melakukan
mls,malas
mmbaantu,membantu
mmbatu,membantu
mmbayar,membayar
mmberi,memberi
mmbntu,membantu
mmbyar,membayar
mmebantu,membantu
mmenguntungkan,menguntungkan
mmpermudah,mempermudah
mnap,menap
mncapai,mencapai
mncoba,mencoba
mndesak,mendesak
mndonlot,mengunduh
mnedesak,mendesak
mngajukan,mengajukan
mngblikn,membalikan
mngecewakan,mengecewakan
mngecewakn,mengecewakan
mnggu,minggu
mngguan,mingguan
mnit,menit
mnjam,minjam
mnjemin,minjamin
mnjual,menjual
mnrut,menurut
mnta,minta
mntabb,mantap
mntaoo,minta
mntapp,mantap
mntull,mantul
mnyalah,menyalah
mobile,mobile
moch,moch
mod,mod
moda,moda
modah,mudah
modal,modal
modalnya,modalnya
mode,mode
modernmembuat,modern membuat
modol,modol
moduus,modus
mogaa,moga
mogo,moga
moh,mohon
mohamad,mohamad
mohn,mohon
mohon,mohon
mohor,mohor
mohtge,mohon
molai,mulai
momen,momen
mondroguno,mondroguno
monthly,bulanan
monyet,monyet
motor,motor
mqntap,mantap
mrh,marah
mrmbutunkan,membutuhkan
msih,masih
msk,masuk
mski,meskipun
mskipun,meskipun
msknpn,meskipun
mskpn,meskipun
mtor,motor
mtpp,mantap
mua,mua
muaaahalll,mahal
muadah,mudah
muak,muak
mualai,mulai
muantap,mantap
muat,muat
muda,muda
mudadahahan,mudah
mudah,mudah
mudaha,mudah
mudaham,mudah
mudahan,mudahan
mudahh,mudah
mudahhh,mudah
mudahn,mudah
mudahnya,mudahnya
mudanh,mudah
mudaqh,mudah
mudham,mudah
mudhan,mudah
mudik,mudik
mudsh,mudah
mudun,mundur
muhamad,muhamad
muhammad,muhammad
muka,muka
mukanya,mukanya
mulai,mulai
mulaii,mulai
mulay,mulai
muli,mulai
mulk,milik
mulu,melulu
mulut,mulut
mulutnya,mulutnya
mulyadi,mulyadi
munafik,munafik
munarkocoba,munarkocoba
muncul,muncul
muncullah,muncullah
mungkin,mungkin
muntap,mantap
murah,murah
murni,murni
musah,mudah
musim,musim
musingkeun,musingkeun
muslim,muslim
musnahkan,musnahkan
mutasi,mutasi
muter,putar
mutu,mutu
muzdalifah,muzdalifah
mwmbantu,membantu
mwnghapus,menghapus
nada,nada
nadia,nadia
naekin,naikkan
nafas,nafas
nagih,nagih
nagiha,nagih
nagihnya,nagihnya
nagus,nagus
nah,nah
naik,naik
naika,naik
naikkan,naikkan
naiknya,naiknya
naja,najis
najakaa,najis
najis,najis
najissddd,najis
nakal,nakal
nalar,nalar
nama,nama
namabah,menambah
namakn,namakan
naman,namanya
namannya,namanya
namany,namanya
namanya,namanya
nambahi,menambah
nambahin,menambahkan
nampaknya,nampaknya
namun,namun
nannti,nanti
nant,nanti
nanti,nanti
nantik,nanti
nantikan,nantikan
nantinya,nantinya
nasabah,nasabah
nasabahmu,nasabahmu
nasabahnya,nasabahnya
nasib,nasib
nasional,nasional
navigasi,navigasi
nawar,nawar
nawarain,nawarin
nawari,nawari
nawarin,nawarin
nawarinnya,nawarinnya
nbagus,bagus
ndal,ndak
ndkbisa,ndak bisa
ndw,ndak
need,butuh
negara,negara
negatif,negatif
negeri,negeri
nekaneko,nekaneko
nekat,nekat
neko,neko
nekoa,neko
nelfoan,nelpon
nelfon,nelpon
nelfona,nelpon
nelfonin,nelponin
nelpon,nelpon
nelpona,nelpon
nelponin,nelponin
nenang,menenangkan
nerima,terima
neror,error
nerror,error
next,next
nga,nga
ngabantu,membantu
ngabisin,menghabiskan
ngacam,ngancam
ngacem,ngancam
ngaco,ngaco
ngacoooo,ngaco
ngada,ngada
ngaju,mengajukan
ngajuan,pengajuan
ngajuh,mengajukan
ngajuin,mengajukan
ngajukan,mengajukan
ngajukin,mengajukan
ngajukn,mengajukan
ngakalin,mengakali
ngaku,mengaku
ngakua,mengaku
ngakunya,mengaku
ngambil,mengambil
ngancam,mengancam
ngancama,mengancam
ngancem,mengancam
ngancema,mengancam
ngangsurnya,angsuran
ngapa,kenapa
ngapain,ngapain
ngasal,ngasal
ngasi,ngasih
ngasih,memberi
ngasitau,mengasih tahu
ngata,ngata
ngatifin,ngatifin
ngbantu,membantu
ngblank,blank
nge,nge
ngebala,ngebala
ngebar,ngebar
ngebet,ngebet
ngebetein,ngebetein
ngecek,ngecek
ngedadak,ngetawain
ngeerrrii,ngeri
ngehargain,menghargai
ngejalaininya,menjalankan
ngejawab,menjawab
ngejelimet,ribet
ngek,ngek
ngeladenin,melayani
ngelag,ngelag
ngelak,ngelak
ngelebihi,melebihi
ngelunasinnya,pelunasan
ngembantu,membantu
ngerekomendasiin,merekomendasikan
ngerii,ngeri
ngeriii,ngeri
ngeriiiiiiiiii,ngeri
ngeriti,ngerti
ngerjain,mengerjain
ngerti,mengerti
ngertiaku,mengerti aku
ngerubah,mengubah
ngeselin,mengesalkan
ngetik,mengetik
nggak,nggak
nggk,nggak
ngidi,ngidih
ngisi,mengisi
ngising,ngising
ngk,nggak
ngkk,nggak
ngmbil,mengambil
ngntri,mengantri
ngojek,ngojek
ngomng,ngomong
ngomong,ngomong
ngomong-ngomong,ngomong-ngomong
ngopy,ngopi
ngrasain,merasakan
ngsh,ngasih
ngsih,ngasih
ngsing,ngising
ngumpulin,mengumpulkan
ngwerriii,ngeri
niat,niat
niatmah,niat
niatnya,niatnya
nice,bagus
niceee,bagus
niceeee,bagus
nih,ini
nihil,nihil
nii,ini
niihhh,ini
niiih,ini
nik,nik
nikmati,nikmati
nilai,nilai
nin,nin
ningsih,ningsih
nitip,nitip
niz,ini
njaman,enak
njamur,jamur
nlfonin,nelponin
nlm,nelpon
nlp,nelpon
noda,noda
nok,nok
nokomen,no komen
nol,nol
nolak,menolak
nolong,menolong
nomer,nomor
nomera,nomor
nomersaya,nomor saya
nomilal,nominal
nominal,nominal
nominalnya,nominalnya
nomor,nomor
nomornya,nomornya
nongol,nongol
noribet,ribet
normal,normal
not,not
note,note
noti,notif
notif,notifikasi
notifikasi,notifikasi
notifikasinya,notifikasinya
novita,novita
npah,napa
ntaps,mantap
ntb,ntah
nty,ntah
nubain,nubain
nuggu,menunggu
nugraha,nugraha
numpang,numpang
nungak,menunggak
nunggak,menunggak
nunggam,menunggu
nunggu,menunggu
nungguin,menunggu
nur,nur
nurdiansyah,nurdiansyah
nuryani,nuryani
nya,nya
nyaa,nya
nyacepet,cepat
nyakitin,menyakiti
nyakittin,menyakiti
nyaman,nyaman
nyamanannya,nyaman
nyampe,sampai
nyamperin,menyambut
nyangka,menyangka
nyangkak,nyangkak
nyapun,nyapun
nyari,mencari
nyata,nyata
nyatakan,nyatakan
nyatanya,nyatanya
nyebar,menyebar
nyekek,nyekek
nyekik,nyekik
nyenengin,menyenangkan
nyepam,nyepam
nyesak,nyesak
nyese,nyese
nyeseella,nyesel
nyesel,nyesel
nyesellll,nyesel
nyewa,menyewa
nyicil,menyicil
nyiksa,menyiksa
nyoba,mencoba
nyobaa,mencoba
nyobak,mencoba
nyolong,mencuri
nyuba,mencoba
nyuruh,menyuruh
nyusahin,menyusahkan
oantau,atau
objektif,objektif
obligation,kewajiban
odong,odong
oelayanan,pelayanan
oengguna,pengguna
oertahankan,pertahankan
ohya,oh ya
oiikke,oike
oinjaman,pinjaman
oiya,oiya
ojek,ojek
ojik,ojek
ojka,ojek
okayyy,okay
oke,oke
okeeeeee,oke
okeeeeeeee,oke
okeeeey,oke
okehh,oke
okehhh,oke
okeii,oke
okelah,oke
okeoke,oke
okh,oke
okkkkk,oke
okkkkkk,oke
okkkwee,oke
oktober,oktober
ole,oleh
oleh,oleh
olej,oleh
oloh,olah
omdo,omong doang
omdok,omong doang
omong,omong
omongan,omongan
omzetnya,omzetnya
ongkir,ongkir
ongkirnya,ongkirnya
ongkos,ongkos
oniseptiajisaputra,oniseptiajisaputra
onlen,online
onlin,online
online,online
ons,ons
ontime,tepat waktu
oops,oops
operasi,operasi
operator,operator
oprasikan,operasikan
opsi,opsi
opsional,opsional
orang,orang
orang-orang,orang-orang
orga,organisasi
ori,ori
orosesnya,prosesnya
osemoga,semoga
osis,osis
otaknya,otaknya
otomatis,otomatis
otp,otp
otpnya,otpnya
out,out
overall,overall
ovo,ovo
oya,oya
oyok,oyok
paarahhhhhhh,parah
pablik,publik
padah,padahal
padahal,padahal
padahall,padahal
padalah,padahal
padalan,padahal
padamu,padamu
pagi,pagi
paginya,paginya
pahala,pahala
paham,paham
pahami,pahami
paileter,paylater
pailit,pailit
pait,pait
pajang,pajang
pak,pak
pakai,pakai
pakainga,pakaian
pakainya,pakaian
pakei,pakai
pakek,pakai
paket,paket
paking,paking
paksa,paksa
palafom,plafon
palah,palah
palin,paling
palu,palu
pancairan,pencairan
pandai,pandai
pandu,pandu
pangajuan,pengajuan
panggil,panggil
panggilan,panggilan
panjaman,pinjaman
panjang,panjang
panjng,panjang
pantas,pantas
pantau,pantau
paoikas,paoikas
papa,papa
papah,papah
paplikasi,aplikasi
para,para
paraaah,parah
paraahhhh,parah
parah,parah
parahhhhhh,parah
paranoid,paranoid
parizal,parizal
pas,pas
pasang,pasang
paser,pasar
paspor,paspor
passport,paspor
pasti,pasti
pastikan,pastikan
pastinya,pastinya
pasward,password
pasword,password
paten,paten
patrang,patrang
patung,patung
patut,patut
paulater,paylater
paut,paut
pay,pay
payah,payah
payalter,paylater
paying,paying
paylater,paylater
paylaterny,paylaternya
paylaternya,paylaternya
paylatet,paylater
paylatter,paylater
paylatternya,paylaternya
payleter,paylater
payletr,paylater
paylleter,paylater
payment,pembayaran
pbila,pabila
pdahal,padahal
pdhl,padahal
pdhlnsy,padahal
peangajuan,pengajuan
pecobaan,percobaan
pedagang,pedagang
pedes,pedas
pedoman,pedoman
peduli,peduli
peetama,pertama
pegajuan,pengajuan
pegang,pegang
pegawai,pegawai
pegunakan,gunakan
pekayanannya,pekayanannya
pekek,pekak
pekerjaan,pekerjaan
pekerjanya,pekerjanya
pelacakan,pelacakan
pelajari,pelajari
pelakukan,perlakukan
pelangan,pelanggan
pelanggan,pelanggan
pelaut,pelaut
pelayanan,pelayanan
pelayananan,pelayanan
pelayanannya,pelayanannya
pelayananya,pelayanan
pelayannannya,pelayanan
pelit,pelit
peluang,peluang
pelunasan,pelunasan
pelunasannya,pelunasan
pelunasn,pelunasan
pelusanan,pelunasan
pelyanan,pelayanan
pemabayaran,pembayaran
pemakai,pemakai
pemakaian,pemakaian
pemakaiannya,pemakaiannya
pemakainnya,pemakaiannya
pemasukan,pemasukan
pembagian,pembagian
pembaharuan,pembaharuan
pembaharuannya,pembaharuan
pembantu,pembantu
pembanyaran,pembayaran
pembaruan,pembaruan
pembatalan,pembatalan
pembayan,pembayaran
pembayannya,pembayaran
pembayar,pembayar
pembayaran,pembayaran
pembayarannya,pembayaran
pembayaranya,pembayaran
pembayayaran,pembayaran
pembayran,pembayaran
pembelian,pembelian
pembelinya,pembeli
pemberi,pemberi
pemberian,pemberian
pemberitahuan,pemberitahuan
pemberitauan,pemberitahuan
pembersihan,pembersihan
pembiayaan,pembiayaan
pembobolan,pembobolan
pembocoran,pembocoran
pembodohan,pembodohan
pemboodohan,pembodohan
pembualan,pembualan
pembuat,pembuat
